chunk_tokens,dataset,max_prompt_tokens,prompt_tokens,reason,sample_id,sample_idx,truncated_prompt_tokens
3985,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3145e13f8c57e73c0d0ad6af1f225dced581cf48dc66c1b2,72,
3499,samsum,,3608,"CUDA out of memory. Tried to allocate 1.55 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 20.02 GiB is allocated by PyTorch, and 2.56 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6a2889066f8036215df285eb1a817932b5cc088e9254ae4d,73,
,samsum,4096,9955,prompt truncated to max_prompt_tokens,e8093cf1029d67215d8923ee2ee24ef72b3b3e89c0b24b9a,74,4096
3943,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e8093cf1029d67215d8923ee2ee24ef72b3b3e89c0b24b9a,74,
,samsum,4096,11436,prompt truncated to max_prompt_tokens,69353f9250a942cd899f379c999e0661f1d480c18c5d93be,75,4096
3980,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",69353f9250a942cd899f379c999e0661f1d480c18c5d93be,75,
,samsum,4096,5435,prompt truncated to max_prompt_tokens,f3f8c2e67980c65391702630b0e9e80ab725a73794f757e5,76,4096
3879,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",f3f8c2e67980c65391702630b0e9e80ab725a73794f757e5,76,
,samsum,4096,16653,prompt truncated to max_prompt_tokens,9756cdabaec5212f9c240ece00e2e78b0494f283c60ded58,77,4096
3921,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",9756cdabaec5212f9c240ece00e2e78b0494f283c60ded58,77,
,samsum,4096,16049,prompt truncated to max_prompt_tokens,bdaabe95439bdf73e317e1d25ff5950baf98adf0d1f6f8f2,78,4096
3932,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",bdaabe95439bdf73e317e1d25ff5950baf98adf0d1f6f8f2,78,
,samsum,4096,9670,prompt truncated to max_prompt_tokens,e2da5efa833aca9a4b864566185d9b9ebd5828011e773ec3,79,4096
4002,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e2da5efa833aca9a4b864566185d9b9ebd5828011e773ec3,79,
,samsum,4096,18077,prompt truncated to max_prompt_tokens,b7d15ef15a0ae0b16d47b17812d8a27aa75644157d1a05d7,80,4096
3590,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b7d15ef15a0ae0b16d47b17812d8a27aa75644157d1a05d7,80,
,samsum,4096,8417,prompt truncated to max_prompt_tokens,dd67c41fcca2c4cf2444129da31eae2dcce158f4a0fca3a7,81,4096
3947,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",dd67c41fcca2c4cf2444129da31eae2dcce158f4a0fca3a7,81,
,samsum,4096,19519,prompt truncated to max_prompt_tokens,029c92ef5effb514c528174b21df3ca71e1b081302df80de,82,4096
3602,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",029c92ef5effb514c528174b21df3ca71e1b081302df80de,82,
,samsum,4096,7654,prompt truncated to max_prompt_tokens,fa2c3e8009a275c4b1263f41043d94b748ddba1755dc2c20,83,4096
3972,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",fa2c3e8009a275c4b1263f41043d94b748ddba1755dc2c20,83,
,samsum,4096,7252,prompt truncated to max_prompt_tokens,7b4174f8931aaaf2726ec4219dad5aa987a1f08c52a7c05b,84,4096
4029,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",7b4174f8931aaaf2726ec4219dad5aa987a1f08c52a7c05b,84,
,samsum,4096,15174,prompt truncated to max_prompt_tokens,b8c42e4d44758833224249af5e22f4dcde0e92e8fff92997,85,4096
3855,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b8c42e4d44758833224249af5e22f4dcde0e92e8fff92997,85,
,samsum,4096,4356,prompt truncated to max_prompt_tokens,faa641b2339029552240283cb3eb9f815bd90a06ac135dbc,86,4096
3839,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 671.25 MiB is free. Including non-PyTorch memory, this process has 22.89 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",faa641b2339029552240283cb3eb9f815bd90a06ac135dbc,86,
3709,samsum,,3806,"CUDA out of memory. Tried to allocate 1.73 GiB. GPU 0 has a total capacity of 23.56 GiB of which 949.25 MiB is free. Including non-PyTorch memory, this process has 22.62 GiB memory in use. Of the allocated memory 18.41 GiB is allocated by PyTorch, and 3.91 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",ebb6ad57d4118e3275c3109c5fdeca9299110db1ffda0924,87,
3580,samsum,,3749,"CUDA out of memory. Tried to allocate 1.68 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.25 GiB is free. Including non-PyTorch memory, this process has 22.30 GiB memory in use. Of the allocated memory 18.20 GiB is allocated by PyTorch, and 3.79 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0d0b1c51ccc5106ef10d27b869a04e54c9ffd5074ace32e4,88,
,samsum,4096,12233,prompt truncated to max_prompt_tokens,3d57887e9bb04d7648a0091d39175cc3acd3b4c1d5e8d98b,89,4096
4022,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 211.25 MiB is free. Including non-PyTorch memory, this process has 23.34 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.52 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3d57887e9bb04d7648a0091d39175cc3acd3b4c1d5e8d98b,89,
,samsum,4096,14020,prompt truncated to max_prompt_tokens,171d90f8d9592d69bfb3e6d3dfdc8c60d88bff006befecdb,90,4096
3760,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 211.25 MiB is free. Including non-PyTorch memory, this process has 23.34 GiB memory in use. Of the allocated memory 21.52 GiB is allocated by PyTorch, and 1.52 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",171d90f8d9592d69bfb3e6d3dfdc8c60d88bff006befecdb,90,
2905,samsum,,3054,"CUDA out of memory. Tried to allocate 1.11 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.09 GiB is free. Including non-PyTorch memory, this process has 22.46 GiB memory in use. Of the allocated memory 17.02 GiB is allocated by PyTorch, and 5.13 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",edfd7d3c1d103d813c255f8133a878ca477cd4ab20aa3923,91,
,samsum,4096,10889,prompt truncated to max_prompt_tokens,3327b50215d96390e5edf870d22e6f078874e1097bc29a80,92,4096
4001,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.09 GiB is free. Including non-PyTorch memory, this process has 22.46 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3327b50215d96390e5edf870d22e6f078874e1097bc29a80,92,
,samsum,4096,16432,prompt truncated to max_prompt_tokens,9fa8ff90564676845ee9b2c0cdb49efb769b25d235a1e331,93,4096
4003,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.09 GiB is free. Including non-PyTorch memory, this process has 22.46 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",9fa8ff90564676845ee9b2c0cdb49efb769b25d235a1e331,93,
,samsum,4096,10781,prompt truncated to max_prompt_tokens,b80ec6059b275d67bdce55f73c1de138c0d87c756283f1ad,94,4096
4028,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.09 GiB is free. Including non-PyTorch memory, this process has 22.46 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b80ec6059b275d67bdce55f73c1de138c0d87c756283f1ad,94,
